SicilNo;Birim;Mudurluk;Amac;Yetki;AnaSorumluluk
000438;IDARI ISLER TAKIMI;INSAN, KÜLTÜR VE DÖNÜSÜM LIDERLIGI;"Ik Operasyonlari ve End. Ilis. Müdürlügüne bagli idari isler bünyesinde servis süreçleri yemekhane hizmetleri giysi ve promosyon dagitimlari çevre ve temizlik faaliyetlerini belirlenmis standartlar çerçevesinde sürdürmek ve çba odaginda sürekli gelistirme bakisiyla  eksiksiz yerine getirmektir. ";"Yöneticisinin talimat ve onayi çerçevesinde çalisir.  ";Sorumluluk alanindaki çalismalarin Kalite, Çevre, Enerji, Bilgi Güvenligi, Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini saglamak, 1. Is emri açilmis yedek parça rework  prototip ürün ve / veya parça üretimlerinin gerçeklestirilmesinin saglanmasi ve takibinin yapilmasi, 2. Üretim biriminde ise yeni baslayan mavi yaka personel            oryantasyon sürecinde SAP Stok Claim Apl sistem çalismalarini organize etmek, 3. Stok sapmasi neden analizleri ve sapmaya sebebiyet veren üretim kaynakli problemlerin tespiti ve ortadan kaldirilmasi için iyilestirme faaliyetlerinin belirlenmesi ve yürütülmesinin saglanmasi, 4. Sap üretim süreçlerindeki iyilestirme çalismalari yürütmek, 5. SAP sisteminin üretim bünyesinde düzgün yürütülmesinin is emirlerinin zamaninda ve dogru kapatilmasinin saglanmasi, 6. Üretim yayin devreye giris sisteminin etkin yürütülmesini saglamak., Sorumluluk alanindaki çalismalarinnbspnbspKalite Çevre Enerji Bilgi Güvenligi Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini saglamak, Bagli çalisanlarini sevk ve idare ederek Yalin Atölye üretim faaliyetlerini yerine getirmek, Kendisine bagli çalisanlari sevk ve idare ederek Fabrika genelindeki binademirbas vs. tespitlerde ortaya çikannbsptadilat süreçlerini planlamakmüdahale etmek., <p>Üretim ve Tedarik Grup Direktörlügü bünyesinde ofis çalisanlarinin yillik yapilan projelerini planlamak ve zamaninda kapatilmasini saglamak</p><p><br></p>, <p>Üretim biriminde ise yeni baslayan ve / veya mevcut çalisanlara ihtiyaç dahilinde malzeme yönetim konularinda egitim vermek(nbspSAPSTOKCLAIMAPL )</p>, AyliknbspClaim göstergelerini takip ederek  ilgili birimler ile paylasarak kpi göstergelerine bilgi akisi saglamak, Üretim ve Tedarik Grup Direktörlügü tarafindan aylik KALITEMALIYETYENI ARAÇ PROJELERIÜRETIM MÜH.TESIS VE BAKIM toplanti planlarini yapmaktakip etmek, Üretim müdürlükleri Saha çalisan ise alim süreçleriSAP kayit süreçlerini yürütmek, Üretim bünyesindeki yakit tüketimini muhasebe ile aylik olarak paylasmak, Iç imalat yedek parça taleplerini raporlamakacil malzemeler konusunda yp ile üretim arasinda koordinasyonu saglamak, Çevre faaliyetlerini takip ederekgörsel fabrikaya hizmet edip çalisanlarimizin hjyenik ortamda daha iyi bir tesis ortamini saglamaktir., IÇ ve Dis alanlardaki çevre faaliyetleri yakindan takip ederek  mevcut düzenin korunmasi saglamaktir., TEMIZLIK GEREKSINIMI OLAN BÖLGELERDE KESIF YAPARAK FABRIKA KAMPÜSÜNDE TEMIZ BIR ORTAM TESIS ETMEKTIR., PEYZAJ ALANLARINI YAKIN TAKIP EDEREK GEREKLI OLAN ISTERLERI YERINE GETIRIP GEREKLI ÖNLEMLERI ALMAK, 1. Yeni proje ( ek binawcmutfak revizyonutadilat vs)devreye alinmasi ve mevcut süreçlerin sorunsuz sekilde yürütülebilmesi için bakim ve yatirim gruplari ile ihtiyaçlarin tespit edilmesini saglamak ve taraflar ile gerekli koordinasyonu planlayarak projelerin zamaninda devreye alinmasi gerçeklestirmek, 2. Idari Isler bünyesinde faaliyetlerini sürdüren alt isveren çalisanlarin Is Sagligi ve Güvenligi süreçlerini yakindan takip ederekilgili birimleri harekete geçirecek gerekli aksiyonlarin baslatilmasini saglamak, 3. Sirketimize bagli tüm lokasyonlarin yiyecek ve içecek basligi adi altinda sunulan personel yemegi kumanya kantin hizmetleriiçme suyuüretim alanlarina çay servisi ikram hizmetleri.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesidepolanmasi ve stok takibi.Yine bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanmasialt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi., 4. Iç ve Dis Dinlenme alanlarini belirlenen standartlara tasimakdenetlemek ve sürdürülebilir kilarak çalisan memnuniyetine olumlu katki sunmak, 5. Çevre ve Sürdürülebilir kalkinma hedefleri dogrultusunda peyzaj ihtiyaçlarini takip ederekdaha temizdaha yesil ve  çevreci is yeri olmayi saglamak amaciyla Kampüs içinde bulunan tüm yesil alanlarinin mevsimine göre çim biçme budamailaçlamagübreleme ve dikim islerinin takibi.Gerekli malzemelerin alinmasi için siparis açilmasimalzeme depolanmasi ve fatura takibi.Bu isler için gerekli sartnamelerin güncellenmesi ve yapilan islerin sartname uygunlugunun takibi.Bahçe ekibinin yönetimi ve yasal sorumluluklarin gerektirdigi takiplerinin yapilmasi. Personel hakedislerinin tespitleri ve faturalarinin onaylanmasi, 6. Sirketimize bagli tüm lokasyonlarin temizlik basligi altinda sunulan üretimofis ve dis çevre alanlarinin temizligi periyodik hijyen uygulamalari.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesi depolanmasi ve stok takibi ve bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanarak alt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi.Tüm bu hereketlerin ve yapilan tasarruflarin ilgili yöneticilere raporlanmasi., 7. Sicak/Soguk IçecekOtomatlarKahve noktalari ve Kafeterya benzeri alandaki ünitelerin tam zamanli ve beklentiyi karsilayacak nitelikte sürekli devrede olmasini saglamakhakedislerini takip etmekhizmet alinan firmalar ile düzenli saha turlari yaparak denetlemek, 8. ToplantiDavetEtkinlikKutlamaPromosyonÖdülKulüp etkinlikleriMisafir programlari vb etkinlikleri planlayarak talep sahibi ve katilimcilarin memnuniyetini saglamak, 1. Yeni proje ( ek binawcmutfak revizyonutadilat vs)devreye alinmasi ve mevcut süreçlerin sorunsuz sekilde yürütülebilmesi için bakim ve yatirim gruplari ile ihtiyaçlarin tespit edilmesini saglamak ve taraflar ile gerekli koordinasyonu planlayarak projelerin zamaninda devreye alinmasi gerçeklestirmek, 2. Idari Isler bünyesinde faaliyetlerini sürdüren alt isveren çalisanlarin Is Sagligi ve Güvenligi süreçlerini yakindan takip ederekilgili birimleri harekete geçirecek gerekli aksiyonlarin baslatilmasini saglamak, 3. Sirketimize bagli tüm lokasyonlarin yiyecek ve içecek basligi adi altinda sunulan personel yemegi kumanya kantin hizmetleriiçme suyuüretim alanlarina çay servisi ikram hizmetleri.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesidepolanmasi ve stok takibi.Yine bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanmasialt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi., 4. Iç ve Dis Dinlenme alanlarini belirlenen standartlara tasimakdenetlemek ve sürdürülebilir kilarak çalisan memnuniyetine olumlu katki sunmak, 5. Çevre ve Sürdürülebilir kalkinma hedefleri dogrultusunda peyzaj ihtiyaçlarini takip ederekdaha temizdaha yesil ve  çevreci is yeri olmayi saglamak amaciyla Kampüs içinde bulunan tüm yesil alanlarinin mevsimine göre çim biçme budamailaçlamagübreleme ve dikim islerinin takibi.Gerekli malzemelerin alinmasi için siparis açilmasimalzeme depolanmasi ve fatura takibi.Bu isler için gerekli sartnamelerin güncellenmesi ve yapilan islerin sartname uygunlugunun takibi.Bahçe ekibinin yönetimi ve yasal sorumluluklarin gerektirdigi takiplerinin yapilmasi. Personel hakedislerinin tespitleri ve faturalarinin onaylanmasi, 6. Sirketimize bagli tüm lokasyonlarin temizlik basligi altinda sunulan üretimofis ve dis çevre alanlarinin temizligi periyodik hijyen uygulamalari.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesi depolanmasi ve stok takibi ve bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanarak alt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi.Tüm bu hereketlerin ve yapilan tasarruflarin ilgili yöneticilere raporlanmasi., 7. Sicak/Soguk IçecekOtomatlarKahve noktalari ve Kafeterya benzeri alandaki ünitelerin tam zamanli ve beklentiyi karsilayacak nitelikte sürekli devrede olmasini saglamakhakedislerini takip etmekhizmet alinan firmalar ile düzenli saha turlari yaparak denetlemek, 8. ToplantiDavetEtkinlikKutlamaPromosyonÖdülKulüp etkinlikleriMisafir programlari vb etkinlikleri planlayarak talep sahibi ve katilimcilarin memnuniyetini saglamak, 1. Ye
000438;IDARI ISLER TAKIMI;INSAN, KÜLTÜR VE DÖNÜSÜM LIDERLIGI;"Ik Operasyonlari ve End. Ilis. Müdürlügüne bagli idari isler bünyesinde servis süreçleri yemekhane hizmetleri giysi ve promosyon dagitimlari çevre ve temizlik faaliyetlerini belirlenmis standartlar çerçevesinde sürdürmek ve çba odaginda sürekli gelistirme bakisiyla  eksiksiz yerine getirmektir. ";"Yöneticisinin talimat ve onayi çerçevesinde çalisir.  ";"ni proje ( ek binawcmutfak revizyonutadilat vs)devreye alinmasi ve mevcut süreçlerin sorunsuz sekilde yürütülebilmesi için bakim ve yatirim gruplari ile ihtiyaçlarin tespit edilmesini saglamak ve taraflar ile gerekli koordinasyonu planlayarak projelerin zamaninda devreye alinmasi gerçeklestirmek, 2. Idari Isler bünyesinde faaliyetlerini sürdüren alt isveren çalisanlarin Is Sagligi ve Güvenligi süreçlerini yakindan takip ederekilgili birimleri harekete geçirecek gerekli aksiyonlarin baslatilmasini saglamak, 3. Sirketimize bagli tüm lokasyonlarin yiyecek ve içecek basligi adi altinda sunulan personel yemegi kumanya kantin hizmetleriiçme suyuüretim alanlarina çay servisi ikram hizmetleri.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesidepolanmasi ve stok takibi.Yine bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanmasialt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi., 4. Iç ve Dis Dinlenme alanlarini belirlenen standartlara tasimakdenetlemek ve sürdürülebilir kilarak çalisan memnuniyetine olumlu katki sunmak, 5. Çevre ve Sürdürülebilir kalkinma hedefleri dogrultusunda peyzaj ihtiyaçlarini takip ederekdaha temizdaha yesil ve  çevreci is yeri olmayi saglamak amaciyla Kampüs içinde bulunan tüm yesil alanlarinin mevsimine göre çim biçme budamailaçlamagübreleme ve dikim islerinin takibi.Gerekli malzemelerin alinmasi için siparis açilmasimalzeme depolanmasi ve fatura takibi.Bu isler için gerekli sartnamelerin güncellenmesi ve yapilan islerin sartname uygunlugunun takibi.Bahçe ekibinin yönetimi ve yasal sorumluluklarin gerektirdigi takiplerinin yapilmasi. Personel hakedislerinin tespitleri ve faturalarinin onaylanmasi, 6. Sirketimize bagli tüm lokasyonlarin temizlik basligi altinda sunulan üretimofis ve dis çevre alanlarinin temizligi periyodik hijyen uygulamalari.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesi depolanmasi ve stok takibi ve bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanarak alt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi.Tüm bu hereketlerin ve yapilan tasarruflarin ilgili yöneticilere raporlanmasi., 7. Sicak/Soguk IçecekOtomatlarKahve noktalari ve Kafeterya benzeri alandaki ünitelerin tam zamanli ve beklentiyi karsilayacak nitelikte sürekli devrede olmasini saglamakhakedislerini takip etmekhizmet alinan firmalar ile düzenli saha turlari yaparak denetlemek, 8. ToplantiDavetEtkinlikKutlamaPromosyonÖdülKulüp etkinlikleriMisafir programlari vb etkinlikleri planlayarak talep sahibi ve katilimcilarin memnuniyetini saglamak, • Ulasim basligi altinda araç faaliyetlerini planlamak  bakim süreçlerini yürütmek  gerekli transfer ihtiyaçlarini belirlenen kosullar çerçevesinde yerine getirmek, 1. Yeni proje ( ek binawcmutfak revizyonutadilat vs)devreye alinmasi ve mevcut süreçlerin sorunsuz sekilde yürütülebilmesi için bakim ve yatirim gruplari ile ihtiyaçlarin tespit edilmesini saglamak ve taraflar ile gerekli koordinasyonu planlayarak projelerin zamaninda devreye alinmasi gerçeklestirmek, 2. Idari Isler bünyesinde faaliyetlerini sürdüren alt isveren çalisanlarin Is Sagligi ve Güvenligi süreçlerini yakindan takip ederekilgili birimleri harekete geçirecek gerekli aksiyonlarin baslatilmasini saglamak, 3. Sirketimize bagli tüm lokasyonlarin yiyecek ve içecek basligi adi altinda sunulan personel yemegi kumanya kantin hizmetleriiçme suyuüretim alanlarina çay servisi ikram hizmetleri.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesidepolanmasi ve stok takibi.Yine bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanmasialt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi., 4. Iç ve Dis Dinlenme alanlarini belirlenen standartlara tasimakdenetlemek ve sürdürülebilir kilarak çalisan memnuniyetine olumlu katki sunmak, 5. Çevre ve Sürdürülebilir kalkinma hedefleri dogrultusunda peyzaj ihtiyaçlarini takip ederekdaha temizdaha yesil ve  çevreci is yeri olmayi saglamak amaciyla Kampüs içinde bulunan tüm yesil alanlarinin mevsimine göre çim biçme budamailaçlamagübreleme ve dikim islerinin takibi.Gerekli malzemelerin alinmasi için siparis açilmasimalzeme depolanmasi ve fatura takibi.Bu isler için gerekli sartnamelerin güncellenmesi ve yapilan islerin sartname uygunlugunun takibi.Bahçe ekibinin yönetimi ve yasal sorumluluklarin gerektirdigi takiplerinin yapilmasi. Personel hakedislerinin tespitleri ve faturalarinin onaylanmasi, 6. Sirketimize bagli tüm lokasyonlarin temizlik basligi altinda sunulan üretimofis ve dis çevre alanlarinin temizligi periyodik hijyen uygulamalari.Bu hizmetler için gerekli olan malzeme siparislerinin verilmesi depolanmasi ve stok takibi ve bu hizmetler için gerekli sartname ve sözlesmelerin hazirlanarak alt isveren çalisanlarinin takibi.Hakedislerin tespiti ve faturalarin onaylanmasi.Tüm bu hereketlerin ve yapilan tasarruflarin ilgili yöneticilere raporlanmasi., 7. Sicak/Soguk IçecekOtomatlarKahve noktalari ve Kafeterya benzeri alandaki ünitelerin tam zamanli ve beklentiyi karsilayacak nitelikte sürekli devrede olmasini saglamakhakedislerini takip etmekhizmet alinan firmalar ile düzenli saha turlari yaparak denetlemek, 8. ToplantiDavetEtkinlikKutlamaPromosyonÖdülKulüp etkinlikleriMisafir programlari vb etkinlikleri planlayarak talep sahibi ve katilimcilarin memnuniyetini saglamak, • Ulasim basligi altinda araç faaliyetlerini planlamak  bakim süreçlerini yürütmek  gerekli transfer ihtiyaçlarini belirlenen kosullar çerçevesinde yerine getirmek, • Agile organizasyon kapsaminda idari isler takiminda  kanban master olarak is planlari koordine etmek ve PO ile birlikte gerçeklestirilmesini saglamak, Çevik çalisma metodolojisinin gerekliliklerinin (daily, sprint planlama, review vb.) yerine getirilmesini saglamak., "
000464;INSAN, KÜLTÜR VE DÖNÜSÜM LIDERLIGI;INSAN, KÜLTÜR VE DÖNÜSÜM LIDERLIGI;Sirket politikalari dogrultusunda Yetenek Yönetimi, Çalisan Deneyimi ve Kültür Liderligi faaliyetlerinin koordinasyonunun ve yürütülmesinin saglanmasi.;Yöneticisinin onayi ve yönlendirmesi çerçevesinde çalisir.;"Sorumluluk alanindaki çalismalarin Kalite Çevre Enerji Bilgi Güvenligi Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini yönetmek, Bütçe ve Raporlama Sirket politika ve hedefleri dogrultusunda sirketin yillik beyaz yaka personel yan haklar is degerlendirme egitim ise alim öneri ve ödül sistemi sosyal faaliyetler giderleri bütçesinin olusturulmasini ve onaylanan bütçenin uygulanm, Organizasyon Gelistirme Organizasyon gelistirme is analizleri ve is tanimlarinin yapilmasi ile Is Degerlendirme Sistemi’nin kurulmasini ve uygulanmasini saglamak. Kariyer Yönetim Sistemi kapsaminda terfi atama rotasyon swap iç ilan süreci gibi görev , Ücret ve Yan Haklar Beyaz yaka Ücret ve Yan Hak Sistemlerini kurmak ve yürütülmesini saglamak., •	Beyaz Yaka yillik ücret artis oraninin performans kategorilerine göre dagilimini saglamak. Prim Sistemlerini (Üst ve Orta Düzey Prim Sistemleri Birim Yöneticisi Prim Sistemi Üstün Basari ve Özel Görevlendirme Prim Sistemi Yogun Çalisma ve Performan, Seçme ve Yerlestirme Sirketin hedef ve stratejilerine ulasmasini saglayacak uygun adaylarin (Tüm kademelerdeki beyaz yaka pozisyonlar) sirkete kazandirilmasi için Seçme ve Yerlestirme Sistemi’ni gelistirmek ve yönetmek.  Yetkinlik Bazli Ise Alim Sist, Egitim ve Gelisim Planlama Mavi ve beyaz yakali çalisanlarin gelisim ihtiyacini tespit edecek araç ve süreçleri gelistirmek ve uygulamak., •	Egitim ve Gelisim Planlama veri tabanini (Koç Akademi) yönetmek. Tüm beyaz yakali çalisanlar için gelisim planlama toplantilarini gerçeklestirmek ve üst yönetime raporlamak. Belirlenen gelisim ihtiyaçlari dogrultusunda hazirlanan gelisim planlarina, Performans Yönetimi Sirket hedeflerinin sirket içerisinde yayiliminin gerçeklestirilmesini saglamak. Performans Degerlendirme Sistemi’ni zamaninda ve etkin olarak uygulanmasini saglamak. Tüm beyaz yakali çalisanlar için Performans Geribildirim Toplan, Expat Yönetimi Otokar Avrupa Sirketi’nin IK süreçlerinin (Ise alim Expat Yönetimi  Ücretlendirme ve Yan Haklar vb.) koordine etmek ve yönetmek.	, Çalisan Memnuniyeti Çalisan memnuniyeti ve bagliligini ölçme ve degerlendirme çalismalarini koordine etmek ve bu sonuçlara yönelik gerekli iyilestirme faaliyetlerini planlamak ve uygulanmasini saglamak. Çalisanlarin motivasyonu ve verimlilik artisina, Takdir Sistemleri Öneri ve Ödül Yönetim Sistemleri’nin gelistirilmesini ve yürütülmesinin saglamak. Ödül Kategorileri : Yilin Önerisi Yilin Projesi Genel Müdür Özel Ödülü 6 Sigma Proje Is Sagligi ve Güvenligi En Basariili Koçlular Devamda Basari (Mav, Kurumsal Sosyal Sorumlulu Koç Holding ve/veya sirket çapinda düzenlenen sosyal sorumluluk faaliyetlerinin yürütülmesi için sirket içi/disi ilgili kisilerle iletisim ve koordinasyonu saglamak., •	Koç Holding Ülkem Için Projesi Meslek Lisesi Memleket Meselesi Diger Kamu Kurum ve Kuruluslariyla yürütülen faaliyetler, Denetim Süreçleri Kalite Yönetim Sistemi kapsaminda IK süreçlerinin ilgili kalite standardina göre yönetmek. Koç Holding ve bagimsiz denetim kuruluslari tarafindan gerçeklestirilen denetimlerde istenilen bilgileri sunmak., Üniversite Sanayi Isbirligi  Üniversite Stajyer Süreci Uzun dönem (4 ay) stajyer istihdami (Sakarya Üniversitesi Otomotiv ile yapilan protokol geregi) Uzun dönem (4 ay) stajyer istihdami (TOBB Üniversitesi-Mühendislik Fakültesi ile yapilan protokol g, Sorumluluk alanindaki çalismalarin Kalite Çevre Enerji Bilgi Güvenligi Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini yönetmek, Sirket politika ve hedefleri dogrultusunda sirketin yillik personel, sosyal giderler, egitim ve iletisim faaliyetleri giderleri bütçesinin olusturulmasini ve onaylanan bütçenin uygulanmasini saglamak., Sirket politika ve hedefleri dogrultusunda; seçme-yerlestirme, performans degerlendirme, ödül, öneri, kariyer, planlama vb. ihtiyaç duyulan tüm insan kaynaklari yönetim sistemlerinin uygulanmasini saglamak., Organizasyon Gelistirme, Is Analizleri ve Is Tanimlarinin yapilmasi ile Is Degerlendirme ve Ücret Yönetim Sistemini takip etmek ve uygulanmasini saglamak., Sirket hedefleri ve çalisanlarin ihtiyaçlari dogrultusunda yillik egitim planlarinin hazirlanmasini takip etmek, uygulanmasi ve degerlendirilmesini saglamak., Ücret ve Yan Hak Sistemlerinin yürütülmesini saglamak., Personel seçme-yerlestirme, terfi, nakil, emeklilik, isten çikarma ve diger tüm özlük islerinin yapilmasini, sicil dosyalarinin tutulmasini ve saklanmasini, özlük isleri ile ilgili gerekli yazismalar ile her türlü sirket içi duyurularin yapilmasini saglamak, Otokar Avrupa Sirketi’nin IK süreçlerinin (Ise Alim, Expat Yönetimi, Ücretlendirme ve Yan Haklar vb.) koordine edilmesi ve yönetilmesini saglamak  , Çalisanlarin bordro ve tahakkuk islemleri ile ücret ödemelerinin yapilmasini, bütün bildirgelerin hazirlanmasini ve tahakkuk ettirilmesini  saglamak., Çalisanlarin motivasyonu ve verimlilik artisina yönelik sosyal ve sportif aktivitelerin düzenlenmesini saglamak, memnuniyetlerini ölçme ve degerlendirme çalismalarini koordine etmek ve bu sonuçlara yönelik gerekli iyilestirme faaliyetlerinin yapilmasini saglamak., Isçi / isveren sendikalari ile olan iliskilerin yürütülmesi, mevzuat takibinin yapilmasi ve isyeri “Grup Toplu Is Sözlesmesi’nin” uygulanmasinin saglanmasi, uyumlu çalisma ortami olusturma sürecinin yönetilmesini saglamak., Üretim programina ve program degisikliklerine paralel olarak esnek isgücü planlamasini koordine edilmesini ve yönetilmesini saglamak., ARGE Merkezi, Tubitak, SGK kapsamindaki tesvikleri koordine etmek ve yönetilmesini saglamak., Kalite Yönetim Sistemi kapsaminda IK süreçlerinin ilgili kalite standardina göre yönetmek. Koç Holding ve bagimsiz denetim kuruluslari tarafindan gerçeklestirilen denetimlerde istenilen bilgileri sunmak., Egitim ve Gelisim Planlama Mavi ve beyaz yakali çalisanlarin gelisim ihtiyacini tespit edecek araç ve süreçlerin gelistirilip uygulanmasini saglamak., Otokarin strateji ve hedeflerini gerçeklestirmek üzere uygun insan kaynagina ulasilmasini saglamak., Çevik çalisma metodolojisinin gerekliliklerinin (daily, sprint planlama, review vb.) yerine getirilmesini saglamak., "
000809;ENDÜST ILIS VE SAHA OPERASYONLARI TAKIMI;INSAN, KÜLTÜR VE DÖNÜSÜM LIDERLIGI;Çalisma Hayati ile ilgili yasal düzenlemelerin ve Toplu Is Sözlesmesinin gerekliliklerini yerine getirmek. Bu yolla isletmenin faaliyetlerinin düzgün ve sorunsuz sekilde devam etmesine katki saglamak. Saha ise alim süreçlerine destek vermek.;Endüstriyel Iliskiler ve Saha Operasyonlar Product Owner onay ve yönlendirmesi çerçevesinde çalisir.;"Sorumluluk alanindaki çalismalarin Kalite, Çevre, Enerji, Bilgi Güvenligi, Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini saglamak, 1. Otokar’a yapilan tüm is basvurularini tasnif etmek ilgili birimlere göndermek ve birimlerden gelen red veya kabul cevabi dogrultusunda gereken organizasyon (mülakat için) ve yazismalari yapmak., 2. Ise kabul edilen personelin giris islemlerini yapmak sisteme ve PDKS’ye kaydetmek egitim elemanina bildirmek Access kapi geçis yetlilerinin tanimlanmasi ve kontrolünü yapmak., 3. Ise baslayan personel ile ilgili olarak sirket içi birim ve resmi kurumlarla olan yazismalari düzenlemek ve çalisan personelle ilgili tüm evraklari dosyalamak., 4. Mevcut personel dagilim tablosunun ve organizasyon sayfalarinin güncelligini saglamak., 5. Vergi iade kontrol islemlerine katkida bulunmak., 6. Isten ayrilan personel ile ilgili olarak sirket içi birim ve resmi kurumlarla olan yazismalari düzenlemek ve çalisan personelle ilgili tüm evraklari dosyalamak., 7. Beceri egitimi kapsaminda bulunan stajyer ögrenci islemlerini gerçeklestirmek., 8. Holding Devamsizlik Geç Gelenler vb. Raporlamalari gerçeklestirmek ve yayinlamak., Isçi / Isveren Sendikalari ile olan iliskileri yürütmek “Grup Toplu Is Sözlesmesi’nin” uygulanmasini saglayarak uyumlu çalisma ortaminin olusturulmasini saglamak., Danismanlik Alinan Hukuk Bürolari ile esgüdüm halinde Is Dava Süreçlerini Yönetmek., Is Kanununa iliskin yasal süreçleri takip ederek sirket hedefleri çerçevesinde risk takibini gerçeklestirmek., Çalisan Isten Çikis Süreçlerini Yönetmek, Otokar Geneli Saha Çalisan Bagliliginin Yüksek Çikmasi için çalismalar yapmak iyilestirme faaliyetlerini yürütmek., Saha Çalisan Performans Degerlendirme Sürecini Yönetmek, RAM Sigorta Mali Mesuliyet Sürecini Yönetmek, Isyeri Disiplin Sürecini Yönetmek, Sorumluluk alanindaki çalismalarin Kalite Çevre Enerji Bilgi Güvenligi Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini saglamak, Isçi / Isveren Sendikalari ile olan iliskileri yürütmek “Grup Toplu Is Sözlesmesi’nin” gereklerinin yerine getirilmesini saglamak., Danismanlik Alinan Hukuk Bürolari ile esgüdüm halinde Is Dava Süreçlerini yönetmek., Is Kanununa iliskin yasal süreçleri takip ederek sirket hedefleri çerçevesinde risk takibini gerçeklestirmek., Is Sözlesmesinin Isverence Sonlandirilmasina Iliskin Isten Çikis Süreçlerini Yönetmek, Isyeri Disiplin Sürecini Yönetmek Iç Denetim Müdürlügüne Destek Vermek, Saha çalisan Performans Degelendirme Süreci Sonrasi Düsük Performans Gösteren Çalisanlarin Savunmalarini Almak – Geri Bildirim Vermek, Mali Mesuliyet Sürecini Yönetmek Is Kazalarinin ve Meslek Hastaliklarinin sigorta sirketine zamaninda bildirmek hakedislerin noksansiz tahsilini gerçeklestirmek., Saha Çalisan Bagliliginin Yüksek Çikmasi için çalismalar yapmak iyilestirme faaliyetlerine katilmak., Sosyal Medyada Çalisma Hayatina Iliskin Paylasimlari Takip Etmek, Sorumluluk alanindaki çalismalarin Kalite Çevre Enerji Bilgi Güvenligi Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini saglamak, Isçi / Isveren Sendikalari ile olan iliskileri yürütmek “Grup Toplu Is Sözlesmesi’nin” gereklerinin yerine getirilmesini saglamak., Danismanlik Alinan Hukuk Bürolari ile esgüdüm halinde Is Dava Süreçlerini yönetmek., Is Kanununa iliskin yasal süreçleri takip ederek sirket hedefleri çerçevesinde risk takibini gerçeklestirmek., Is Sözlesmesinin Isverence Sonlandirilmasina Iliskin Isten Çikis Süreçlerini Yönetmek, Isyeri Disiplin Sürecini Yönetmek Iç Denetim Müdürlügüne Destek Vermek, Saha çalisan Performans Degelendirme Süreci Sonrasi Düsük Performans Gösteren Çalisanlarin Savunmalarini Almak – Geri Bildirim Vermek, Mali Mesuliyet Sürecini Yönetmek Is Kazalarinin ve Meslek Hastaliklarinin sigorta sirketine zamaninda bildirmek hakedislerin noksansiz tahsilini gerçeklestirmek., Saha Çalisan Bagliliginin Yüksek Çikmasi için çalismalar yapmak iyilestirme faaliyetlerine katilmak., Sosyal Medyada Çalisma Hayatina Iliskin Paylasimlari Takip Etmek, Sorumluluk alanindaki çalismalarin Kalite Çevre Enerji Bilgi Güvenligi Is Sagligi ve Güvenligi ile ilgili talimat ve kurallara uygun yapilmasini ilgili birimler ile koordineli olarak gerekli risk önleyici tedbirlerin alinmasini ve gelisimini saglamak, • Saha ise alim süreçlerine destek vermek., Çevik çalisma metodolojisinin gerekliliklerinin (daily, sprint planlama, review vb.) yerine getirilmesini saglamak., "
